chemical,protein,combined_score
CID000000222,ENSP00000335261,0.154
CID000001117,ENSP00000335261,0.155
CID000015993,ENSP00000335261,0.152
CID000000051,ENSP00000335261,0.94
CID000439460,ENSP00000335261,0.9
CID000440120,ENSP00000335261,0.975
CID000444539,ENSP00000335261,0.18
CID000000289,ENSP00000335261,0.155
CID000000242,ENSP00000335261,0.154
CID000000093,ENSP00000335261,0.153
CID011020241,ENSP00000335261,0.825
CID000000887,ENSP00000335261,0.153
CID000001032,ENSP00000335261,0.153
CID000001123,ENSP00000335261,0.48
CID000000247,ENSP00000335261,0.162
CID000001099,ENSP00000335261,0.183
CID000007866,ENSP00000335261,0.183
CID000000363,ENSP00000335261,0.242
CID000440723,ENSP00000335261,0.167
CID000006623,ENSP00000335261,0.7
CID000000713,ENSP00000335261,0.153
CID000006325,ENSP00000335261,0.153
CID000000085,ENSP00000335261,0.251
CID000000133,ENSP00000335261,0.95
CID000000134,ENSP00000335261,0.252
CID000006032,ENSP00000335261,0.152
CID000007095,ENSP00000335261,0.153
CID000017473,ENSP00000335261,0.152
CID000023925,ENSP00000335261,0.948
CID000444493,ENSP00000335304,0.325
CID000001132,ENSP00000335304,0.934
CID000439945,ENSP00000335304,0.186
CID000005957,ENSP00000335304,0.914
CID000005892,ENSP00000335304,0.9
CID000439153,ENSP00000335304,0.9
CID000006022,ENSP00000335304,0.906
CID000001003,ENSP00000335304,0.908
CID000001110,ENSP00000335304,0.91
CID000000783,ENSP00000335304,0.9
CID000023930,ENSP00000335304,0.9
CID000000280,ENSP00000335304,0.9
CID000087642,ENSP00000335304,0.934
CID003081383,ENSP00000335304,0.9
CID005497143,ENSP00000335304,0.9
CID000008977,ENSP00000335304,0.9
CID000006830,ENSP00000335304,0.9
CID000000051,ENSP00000335304,0.93
CID000014985,ENSP00000335304,0.15
CID003036931,ENSP00000335304,0.314
CID000092133,ENSP00000335304,0.909
CID000073323,ENSP00000335304,0.17
CID000643975,ENSP00000335304,0.9
CID000000071,ENSP00000335304,0.908
CID000012326,ENSP00000335304,0.153
CID000446013,ENSP00000335304,0.9
CID000002336,ENSP00000335304,0.15
CID000444795,ENSP00000335304,0.15
CID000000961,ENSP00000335333,0.9
CID000005957,ENSP00000335333,0.9
CID000006022,ENSP00000335333,0.9
CID000001003,ENSP00000335333,0.9
CID000000783,ENSP00000335333,0.9
CID000010238,ENSP00000335333,0.268
CID000006508,ENSP00000335333,0.189
CID000222528,ENSP00000335333,0.7
CID000000890,ENSP00000335333,0.37
CID000439456,ENSP00000335333,0.913
CID000005793,ENSP00000335620,0.279
CID000000175,ENSP00000335620,0.847
CID000005988,ENSP00000335620,0.279
CID000000961,ENSP00000335620,0.923
CID000005957,ENSP00000335620,0.399
CID000000977,ENSP00000335620,0.469
CID000001003,ENSP00000335620,0.332
CID000000783,ENSP00000335620,0.913
CID000005885,ENSP00000335620,0.163
CID000000280,ENSP00000335620,0.334
CID000000750,ENSP00000335620,0.282
CID000000283,ENSP00000335620,0.366
CID000000712,ENSP00000335620,0.321
CID000000180,ENSP00000335620,0.207
CID000005997,ENSP00000335620,0.199
CID000000222,ENSP00000335620,0.19
CID000006830,ENSP00000335620,0.334
CID000001117,ENSP00000335620,0.195
CID000005961,ENSP00000335620,0.321
CID000060961,ENSP00000335620,0.159
CID000033032,ENSP00000335620,0.909
CID000006322,ENSP00000335620,0.199
CID000006274,ENSP00000335620,0.199
CID000014985,ENSP00000335620,0.818
CID005280352,ENSP00000335620,0.306
CID000001188,ENSP00000335620,0.186
CID000000996,ENSP00000335620,0.251
CID000000289,ENSP00000335620,0.271
CID000000242,ENSP00000335620,0.7
CID000000241,ENSP00000335620,0.181
CID000006115,ENSP00000335620,0.258
CID000004650,ENSP00000335620,0.187
CID000000378,ENSP00000335620,0.182
CID000000702,ENSP00000335620,0.862
CID011020241,ENSP00000335620,0.201
CID000000887,ENSP00000335620,0.325
CID000003776,ENSP00000335620,0.536
CID000222528,ENSP00000335620,0.321
CID000000247,ENSP00000335620,0.161
CID000124886,ENSP00000335620,0.989
CID000000402,ENSP00000335620,0.231
CID005280489,ENSP00000335620,0.199
CID000006031,ENSP00000335620,0.161
CID000006579,ENSP00000335620,0.233
CID000104756,ENSP00000335620,0.159
CID000007847,ENSP00000335620,0.831
CID000002554,ENSP00000335620,0.15
CID002733525,ENSP00000335620,0.165
CID000003385,ENSP00000335620,0.18
CID000003036,ENSP00000335620,0.823
CID000024529,ENSP00000335620,0.161
CID000145068,ENSP00000335620,0.252
CID000006128,ENSP00000335620,0.7
CID000005994,ENSP00000335620,0.733
CID000006013,ENSP00000335620,0.181
CID000005754,ENSP00000335620,0.228
CID000005757,ENSP00000335620,0.297
CID000005789,ENSP00000335620,0.199
CID000000764,ENSP00000335620,0.239
CID000006306,ENSP00000335620,0.18
CID000005962,ENSP00000335620,0.207
CID000000588,ENSP00000335620,0.182
CID000000602,ENSP00000335620,0.338
CID000008378,ENSP00000335620,0.18
CID000123865,ENSP00000335620,0.161
CID000007095,ENSP00000335620,0.182
CID000015625,ENSP00000335620,0.306
CID000011087,ENSP00000335620,0.157
CID000105131,ENSP00000335620,0.9
CID000107744,ENSP00000335620,0.9
CID000002907,ENSP00000335620,0.183
CID000160531,ENSP00000335620,0.74
CID000000264,ENSP00000335620,0.837
CID000000679,ENSP00000335620,0.322
CID000000753,ENSP00000335620,0.937
CID000444899,ENSP00000335620,0.182
CID000445049,ENSP00000335620,0.209
CID005280493,ENSP00000335620,0.184
CID000006076,ENSP00000335620,0.161
CID000006802,ENSP00000335620,0.167
CID000105024,ENSP00000335620,0.256
CID000000611,ENSP00000335620,0.197
CID000007127,ENSP00000335620,0.7
CID005280343,ENSP00000335620,0.29
CID005280863,ENSP00000335620,0.212
CID000089594,ENSP00000335620,0.202
CID000002336,ENSP00000335620,0.879
CID000006001,ENSP00000335620,0.254
CID000007839,ENSP00000335620,0.915
CID000155957,ENSP00000335620,0.9
CID000000784,ENSP00000335620,0.334
CID000000896,ENSP00000335620,0.188
CID000444795,ENSP00000335620,0.181
CID005281877,ENSP00000335620,0.193
CID000006344,ENSP00000335620,0.275
CID000006354,ENSP00000335620,0.24
CID000006575,ENSP00000335620,0.909
CID000006597,ENSP00000335620,0.187
CID000006421,ENSP00000335620,0.235
CID011094749,ENSP00000335620,0.9
CID011954051,ENSP00000335620,0.9
CID011954053,ENSP00000335620,0.9
CID000108121,ENSP00000335620,0.9
CID003036760,ENSP00000335620,0.9
CID000037786,ENSP00000335620,0.915
CID000025892,ENSP00000335620,0.91
CID000041322,ENSP00000335620,0.9
CID011954069,ENSP00000335620,0.9
CID000119521,ENSP00000335620,0.9
CID000006576,ENSP00000335620,0.9
CID000006577,ENSP00000335620,0.9
CID011954073,ENSP00000335620,0.9
CID023724461,ENSP00000336729,0.9
CID000006031,ENSP00000336729,0.908
CID000444493,ENSP00000337103,0.967
CID000005793,ENSP00000337103,0.201
CID000000175,ENSP00000337103,0.18
CID000000177,ENSP00000337103,0.8
CID000005988,ENSP00000337103,0.288
CID000000961,ENSP00000337103,0.909
CID000005957,ENSP00000337103,0.18
CID000001003,ENSP00000337103,0.923
CID000000783,ENSP00000337103,0.9
CID000000280,ENSP00000337103,0.234
CID000000750,ENSP00000337103,0.192
CID000000712,ENSP00000337103,0.18
CID000000985,ENSP00000337103,0.202
CID000445639,ENSP00000337103,0.8
CID000087642,ENSP00000337103,0.99
CID000060961,ENSP00000337103,0.18
CID000033032,ENSP00000337103,0.265
CID000000119,ENSP00000337103,0.395
CID000000305,ENSP00000337103,0.995
CID000001066,ENSP00000337103,0.256
CID000001188,ENSP00000337103,0.161
CID000446220,ENSP00000337103,0.182
CID000174174,ENSP00000337103,0.395
CID000000702,ENSP00000337103,0.835
CID000001032,ENSP00000337103,0.342
CID000003845,ENSP00000337103,0.181
CID000006058,ENSP00000337103,0.161
CID005288826,ENSP00000337103,0.161
CID002733525,ENSP00000337103,0.8
CID000000787,ENSP00000337103,0.161
CID000145068,ENSP00000337103,0.312
CID000005757,ENSP00000337103,0.824
CID000000085,ENSP00000337103,0.217
CID000000264,ENSP00000337103,0.817
CID000000753,ENSP00000337103,0.913
CID000000187,ENSP00000337103,0.973
CID000444899,ENSP00000337103,0.8
CID000006076,ENSP00000337103,0.181
CID000006047,ENSP00000337103,0.182
CID000439260,ENSP00000337103,0.374
CID000005815,ENSP00000337103,0.159
CID000000547,ENSP00000337103,0.181
CID000000681,ENSP00000337103,0.399
CID000001738,ENSP00000337103,0.167
CID000001826,ENSP00000337103,0.159
CID000105024,ENSP00000337103,0.507
CID000000611,ENSP00000337103,0.448
CID000440721,ENSP00000337103,0.281
CID000006167,ENSP00000337103,0.983
CID000009651,ENSP00000337103,0.196
CID000089594,ENSP00000337103,0.864
CID000002707,ENSP00000337103,0.18
CID000000784,ENSP00000337103,0.166
CID000000774,ENSP00000337103,0.159
CID000005202,ENSP00000337103,0.395
CID000000896,ENSP00000337103,0.816
CID000444795,ENSP00000337103,0.827
CID000000961,ENSP00000337224,0.9
CID000000783,ENSP00000337224,0.9
CID000005884,ENSP00000337224,0.9
CID000005885,ENSP00000337224,0.9
CID000000283,ENSP00000337224,0.9
CID005280489,ENSP00000337224,0.194
CID000007489,ENSP00000337224,0.183
CID000002336,ENSP00000337224,0.15
CID000638015,ENSP00000337224,0.95
CID000445354,ENSP00000337224,0.957
CID000444795,ENSP00000337224,0.283
CID005280382,ENSP00000337224,0.981
CID005280490,ENSP00000337224,0.266
CID005280531,ENSP00000337224,0.924
CID006437063,ENSP00000337224,0.19
CID000000175,ENSP00000337354,0.165
CID000005988,ENSP00000337354,0.239
CID000000961,ENSP00000337354,0.915
CID000000783,ENSP00000337354,0.9
CID000000283,ENSP00000337354,0.903
CID000000867,ENSP00000337354,0.232
CID000445639,ENSP00000337354,0.862
CID000005997,ENSP00000337354,0.952
CID000005950,ENSP00000337354,0.191
CID000145742,ENSP00000337354,0.194
CID000006274,ENSP00000337354,0.167
CID000000649,ENSP00000337354,0.159
CID000068152,ENSP00000337354,0.183
CID000000996,ENSP00000337354,0.181
CID000000242,ENSP00000337354,0.167
CID000000403,ENSP00000337354,0.199
CID000000702,ENSP00000337354,0.254
CID000003776,ENSP00000337354,0.177
CID005280793,ENSP00000337354,0.15
CID000104842,ENSP00000337354,0.17
CID000006013,ENSP00000337354,0.446
CID000066414,ENSP00000337354,0.264
CID000000138,ENSP00000337354,0.227
CID000000753,ENSP00000337354,0.18
CID000006076,ENSP00000337354,0.421
CID000145729,ENSP00000337354,0.33
CID000105024,ENSP00000337354,0.182
CID003082140,ENSP00000337354,0.155
CID000000385,ENSP00000337354,0.155
CID000018950,ENSP00000337354,0.25
CID000000011,ENSP00000337354,0.209
CID000000300,ENSP00000337354,0.187
CID000060837,ENSP00000337354,0.204
CID000000961,ENSP00000337450,0.9
CID000000977,ENSP00000337450,0.909
CID000000783,ENSP00000337450,0.9
CID000005884,ENSP00000337450,0.9
CID000005885,ENSP00000337450,0.912
CID000000867,ENSP00000337450,0.187
CID000000379,ENSP00000337450,0.218
CID000445638,ENSP00000337450,0.184
CID000002519,ENSP00000337450,0.833
CID021596453,ENSP00000337450,0.152
CID000025102,ENSP00000337450,0.151
CID000446220,ENSP00000337450,0.8
CID000162180,ENSP00000337450,0.9
CID000001146,ENSP00000337450,0.152
CID005283821,ENSP00000337450,0.155
CID000000535,ENSP00000337450,0.152
CID000000338,ENSP00000337450,0.362
CID000007680,ENSP00000337450,0.153
CID000449459,ENSP00000337450,0.9
CID005284371,ENSP00000337450,0.9
CID000002554,ENSP00000337450,0.912
CID000003690,ENSP00000337450,0.912
CID000003676,ENSP00000337450,0.9
CID002733525,ENSP00000337450,0.9
CID011756356,ENSP00000337450,0.9
CID000005994,ENSP00000337450,0.835
CID000005870,ENSP00000337450,0.942
CID000006013,ENSP00000337450,0.909
CID000005754,ENSP00000337450,0.8
CID000005757,ENSP00000337450,0.8
CID000005881,ENSP00000337450,0.952
CID000012594,ENSP00000337450,0.252
CID000102030,ENSP00000337450,0.9
CID000005756,ENSP00000337450,0.178
CID000440625,ENSP00000337450,0.9
CID000006325,ENSP00000337450,0.333
CID000006306,ENSP00000337450,0.222
CID005371769,ENSP00000337450,0.158
CID000004095,ENSP00000337450,0.8
CID000034312,ENSP00000337450,0.8
CID000003331,ENSP00000337450,0.907
CID000002771,ENSP00000337450,0.9
CID000099735,ENSP00000337450,0.9
CID000002907,ENSP00000337450,0.9
CID000015130,ENSP00000337450,0.8
CID000000753,ENSP00000337450,0.327
CID000441066,ENSP00000337450,0.15
CID015558498,ENSP00000337450,0.155
CID006378383,ENSP00000337450,0.9
CID010090750,ENSP00000337450,0.907
CID005280450,ENSP00000337450,0.924
CID005280581,ENSP00000337450,0.151
CID005280644,ENSP00000337450,0.218
CID005280720,ENSP00000337450,0.181
CID006443013,ENSP00000337450,0.327
CID005281128,ENSP00000337450,0.327
CID005280411,ENSP00000337450,0.264
CID005280729,ENSP00000337450,0.217
CID005497123,ENSP00000337450,0.382
CID005280934,ENSP00000337450,0.331
CID005281166,ENSP00000337450,0.332
CID005281929,ENSP00000337450,0.321
CID005312889,ENSP00000337450,0.222
CID000643941,ENSP00000337450,0.239
CID016061072,ENSP00000337450,0.327
CID006441679,ENSP00000337450,0.189
CID023724728,ENSP00000337450,0.169
CID000000801,ENSP00000337450,0.262
CID000444795,ENSP00000337450,0.9
CID006438629,ENSP00000337450,0.9
CID006440982,ENSP00000337450,0.221
CID000037455,ENSP00000337450,0.9
CID000037786,ENSP00000337450,0.9
CID000025892,ENSP00000337450,0.9
CID000060837,ENSP00000337450,0.9
CID000001003,ENSP00000337463,0.206
CID000683563,ENSP00000337463,0.269
CID005281116,ENSP00000337463,0.16
CID005497111,ENSP00000337463,0.18
CID005497112,ENSP00000337463,0.156
CID005497113,ENSP00000337463,0.23
CID000005957,ENSP00000337572,0.9
CID000006022,ENSP00000337572,0.9
CID000000783,ENSP00000337572,0.9
CID005280453,ENSP00000337572,0.15
CID000006013,ENSP00000337572,0.15
CID000005757,ENSP00000337572,0.15
CID000444493,ENSP00000337701,0.165
CID000005793,ENSP00000337701,0.258
CID000000961,ENSP00000337701,0.9
CID000000783,ENSP00000337701,0.9
CID000000283,ENSP00000337701,0.911
CID000000985,ENSP00000337701,0.209
CID000445639,ENSP00000337701,0.313
CID000092753,ENSP00000337701,0.182
CID000087642,ENSP00000337701,0.913
CID000005997,ENSP00000337701,0.199
CID000000702,ENSP00000337701,0.8
CID000000085,ENSP00000337701,0.189
CID000000753,ENSP00000337701,0.923
CID000005815,ENSP00000337701,0.161
CID000002336,ENSP00000337701,0.15
CID003082032,ENSP00000337701,0.9
CID000041322,ENSP00000337701,0.15
CID000062223,ENSP00000337854,0.162
CID000035717,ENSP00000337854,0.199
CID000440098,ENSP00000337854,0.152
CID000010466,ENSP00000337854,0.157
CID000007416,ENSP00000337854,0.239
CID000439544,ENSP00000337854,0.193
CID000005757,ENSP00000337854,0.15
CID000018950,ENSP00000337854,0.207
CID000051683,ENSP00000337854,0.152
CID000000961,ENSP00000337972,0.904
CID000000783,ENSP00000337972,0.9
CID000246983,ENSP00000337972,0.151
CID000006804,ENSP00000337972,0.152
CID000000311,ENSP00000337972,0.218
CID000006274,ENSP00000337972,0.161
CID000445675,ENSP00000337972,0.152
CID000000887,ENSP00000337972,0.905
CID000006623,ENSP00000337972,0.15
CID000009395,ENSP00000337972,0.172
CID000005757,ENSP00000337972,0.15
CID000006176,ENSP00000337972,0.151
CID000006132,ENSP00000337972,0.152
CID000015625,ENSP00000337972,0.15
CID000439162,ENSP00000337972,0.906
CID000000753,ENSP00000337972,0.327
CID000439285,ENSP00000337972,0.601
CID000444183,ENSP00000337972,0.159
CID005280343,ENSP00000337972,0.15
CID000002336,ENSP00000337972,0.15
CID000023925,ENSP00000337972,0.196
CID000000175,ENSP00000338185,0.904
CID000000961,ENSP00000338185,0.903
CID000005957,ENSP00000338185,0.907
CID000006022,ENSP00000338185,0.9
CID000001003,ENSP00000338185,0.907
CID000000783,ENSP00000338185,0.9
CID000000283,ENSP00000338185,0.9
CID000000985,ENSP00000338185,0.904
CID000445639,ENSP00000338185,0.906
CID000003893,ENSP00000338185,0.9
CID000008977,ENSP00000338185,0.913
CID000006830,ENSP00000338185,0.908
CID000033032,ENSP00000338185,0.9
CID000006322,ENSP00000338185,0.9
CID000006262,ENSP00000338185,0.9
CID000001032,ENSP00000338185,0.9
CID000006031,ENSP00000338185,0.9
CID000005994,ENSP00000338185,0.206
CID000005757,ENSP00000338185,0.15
CID000005962,ENSP00000338185,0.9
CID000008378,ENSP00000338185,0.186
CID000015625,ENSP00000338185,0.15
CID000107737,ENSP00000338185,0.9
CID000439444,ENSP00000338185,0.908
CID000439456,ENSP00000338185,0.944
CID000107758,ENSP00000338185,0.906
CID000000264,ENSP00000338185,0.9
CID000000187,ENSP00000338185,0.922
CID000444899,ENSP00000338185,0.909
CID005280360,ENSP00000338185,0.904
CID005280363,ENSP00000338185,0.9
CID005280492,ENSP00000338185,0.9
CID005280493,ENSP00000338185,0.9
CID005280497,ENSP00000338185,0.907
CID005280878,ENSP00000338185,0.903
CID005280879,ENSP00000338185,0.903
CID000439260,ENSP00000338185,0.905
CID000005815,ENSP00000338185,0.9
CID005280343,ENSP00000338185,0.15
CID000002336,ENSP00000338185,0.15
CID005280914,ENSP00000338185,0.9
CID000000774,ENSP00000338185,0.9
CID000005202,ENSP00000338185,0.912
CID000041322,ENSP00000338185,0.15
CID000444493,ENSP00000338387,0.394
CID000005957,ENSP00000338387,0.95
CID000006022,ENSP00000338387,0.42
CID000001023,ENSP00000338387,0.904
CID000023930,ENSP00000338387,0.42
CID000092753,ENSP00000338387,0.691
CID000000379,ENSP00000338387,0.191
CID000122283,ENSP00000338387,0.221
CID000006083,ENSP00000338387,0.9
CID000060961,ENSP00000338387,0.44
CID000150833,ENSP00000338387,0.294
CID000068152,ENSP00000338387,0.257
CID000001032,ENSP00000338387,0.203
CID000006306,ENSP00000338387,0.159
CID071448892,ENSP00000338387,0.18
CID006443760,ENSP00000338387,0.76
CID000005962,ENSP00000338387,0.199
CID000493570,ENSP00000338387,0.179
CID000000753,ENSP00000338387,0.465
CID000105024,ENSP00000338387,0.462
CID000171548,ENSP00000338387,0.953
CID000000652,ENSP00000338387,0.18
CID000000173,ENSP00000338387,0.183
CID000000643,ENSP00000338387,0.199
CID000000385,ENSP00000338387,0.294
CID000440721,ENSP00000338387,0.597
CID005326875,ENSP00000338387,0.959
CID000086492,ENSP00000338387,0.258
CID000083863,ENSP00000338387,0.18
CID023724672,ENSP00000338387,0.199
CID000002336,ENSP00000338387,0.15
CID000003767,ENSP00000338387,0.276
CID005280613,ENSP00000338387,0.161
CID000017106,ENSP00000338487,0.182
CID000000783,ENSP00000338487,0.9
CID000445675,ENSP00000338487,0.969
CID000006031,ENSP00000338487,0.9
CID000440001,ENSP00000338487,0.161
CID000018950,ENSP00000338487,0.344
CID000051683,ENSP00000338487,0.159
CID000024726,ENSP00000338487,0.723
CID000005793,ENSP00000338703,0.381
CID000000175,ENSP00000338703,0.162
CID000001005,ENSP00000338703,0.199
CID000065533,ENSP00000338703,0.931
CID000000668,ENSP00000338703,0.159
CID000105021,ENSP00000338703,0.831
CID000005988,ENSP00000338703,0.251
CID000087916,ENSP00000338703,0.286
CID000000961,ENSP00000338703,0.9
CID000005957,ENSP00000338703,0.843
CID000005892,ENSP00000338703,0.909
CID000439153,ENSP00000338703,0.9
CID000001003,ENSP00000338703,0.265
CID000001023,ENSP00000338703,0.952
CID000000783,ENSP00000338703,0.9
CID000005885,ENSP00000338703,0.199
CID000445675,ENSP00000338703,0.167
CID000001183,ENSP00000338703,0.15
CID000064689,ENSP00000338703,0.181
CID000066370,ENSP00000338703,0.182
CID000000702,ENSP00000338703,0.181
CID000439284,ENSP00000338703,0.9
CID000016500,ENSP00000338703,0.395
CID000439244,ENSP00000338703,0.164
CID000122336,ENSP00000338703,0.182
CID000007427,ENSP00000338703,0.18
CID000082400,ENSP00000338703,0.18
CID000006031,ENSP00000338703,0.93
CID000008629,ENSP00000338703,0.973
CID000440641,ENSP00000338703,0.324
CID000010267,ENSP00000338703,0.181
CID000440364,ENSP00000338703,0.282
CID000006133,ENSP00000338703,0.987
CID000006030,ENSP00000338703,0.564
CID000006029,ENSP00000338703,0.32
CID000011128,ENSP00000338703,0.162
CID000161355,ENSP00000338703,0.237
CID000441467,ENSP00000338703,0.195
CID000637511,ENSP00000338703,0.15
CID011953815,ENSP00000338703,0.166
CID003295299,ENSP00000338703,0.169
CID000656567,ENSP00000338703,0.162
CID000091493,ENSP00000338703,0.193
CID000079014,ENSP00000338703,0.206
CID000000679,ENSP00000338703,0.531
CID000000753,ENSP00000338703,0.612
CID000105024,ENSP00000338703,0.27
CID005280343,ENSP00000338703,0.15
CID000089594,ENSP00000338703,0.15
CID000002336,ENSP00000338703,0.15
CID000017473,ENSP00000338703,0.924
CID000094715,ENSP00000338703,0.18
CID003246006,ENSP00000338703,0.199
CID000148196,ENSP00000338703,0.159
CID005281877,ENSP00000338703,0.222
CID000031373,ENSP00000338703,0.177
CID000000961,ENSP00000338964,0.9
CID000005957,ENSP00000338964,0.9
CID000006022,ENSP00000338964,0.9
CID000001003,ENSP00000338964,0.9
CID000000783,ENSP00000338964,0.9
CID000000750,ENSP00000338964,0.905
CID000033032,ENSP00000338964,0.928
CID000005862,ENSP00000338964,0.907
CID000000289,ENSP00000338964,0.154
CID000001123,ENSP00000338964,0.905
CID000124886,ENSP00000338964,0.9
CID000068759,ENSP00000338964,0.199
CID000193305,ENSP00000338964,0.239
CID005280385,ENSP00000338964,0.15
CID000000753,ENSP00000338964,0.234
CID000000187,ENSP00000338964,0.17
CID005280493,ENSP00000338964,0.9
CID000105024,ENSP00000338964,0.26
CID000007405,ENSP00000338964,0.907
CID000123938,ENSP00000338964,0.9
CID000439498,ENSP00000338964,0.9
CID000123658,ENSP00000339016,0.171
CID000449538,ENSP00000339016,0.155
CID000105024,ENSP00000339016,0.184
CID000005988,ENSP00000339479,0.15
CID000000961,ENSP00000339479,0.9
CID000005957,ENSP00000339479,0.998
CID000005892,ENSP00000339479,0.9
CID000439153,ENSP00000339479,0.9
CID000006022,ENSP00000339479,0.9
CID000001003,ENSP00000339479,0.909
CID000000783,ENSP00000339479,0.9
CID000023930,ENSP00000339479,0.15
CID005280453,ENSP00000339479,0.15
CID000000222,ENSP00000339479,0.9
CID000006083,ENSP00000339479,0.9
CID000006830,ENSP00000339479,0.9
CID000008583,ENSP00000339479,0.67
CID000008582,ENSP00000339479,0.989
CID000015993,ENSP00000339479,0.989
CID000006804,ENSP00000339479,0.99
CID000060961,ENSP00000339479,0.991
CID000001188,ENSP00000339479,0.9
CID000064959,ENSP00000339479,0.909
CID000186004,ENSP00000339479,0.989
CID000439236,ENSP00000339479,0.91
CID000073323,ENSP00000339479,0.9
CID000021706,ENSP00000339479,0.9
CID000005757,ENSP00000339479,0.15
CID000006030,ENSP00000339479,0.99
CID000005789,ENSP00000339479,0.9
CID000013945,ENSP00000339479,0.9
CID000006029,ENSP00000339479,0.9
CID000009700,ENSP00000339479,0.9
CID000006175,ENSP00000339479,0.907
CID000000764,ENSP00000339479,0.9
CID000014180,ENSP00000339479,0.9
CID000121991,ENSP00000339479,0.9
CID000439924,ENSP00000339479,0.9
CID000161233,ENSP00000339479,0.9
CID000015625,ENSP00000339479,0.15
CID000002907,ENSP00000339479,0.15
CID000000753,ENSP00000339479,0.9
CID000013730,ENSP00000339479,0.9
CID000065059,ENSP00000339479,0.99
CID000001175,ENSP00000339479,0.156
CID000006802,ENSP00000339479,0.909
CID000006021,ENSP00000339479,0.913
CID000187790,ENSP00000339479,0.9
CID000012599,ENSP00000339479,0.9
CID000105024,ENSP00000339479,0.341
CID000000244,ENSP00000339479,0.15
CID000439424,ENSP00000339479,0.158
CID000006131,ENSP00000339479,0.9
CID000091531,ENSP00000339479,0.9
CID000065058,ENSP00000339479,0.9
CID000013711,ENSP00000339479,0.9
CID000017106,ENSP00000339613,0.668
CID000018396,ENSP00000339613,0.159
CID000006031,ENSP00000339613,0.161
CID000000961,ENSP00000339787,0.9
CID000005957,ENSP00000339787,0.905
CID000000977,ENSP00000339787,0.9
CID000001023,ENSP00000339787,0.9
CID000000783,ENSP00000339787,0.904
CID000000280,ENSP00000339787,0.9
CID000000283,ENSP00000339787,0.93
CID000644066,ENSP00000339787,0.9
CID000644109,ENSP00000339787,0.909
CID000000985,ENSP00000339787,0.913
CID000445639,ENSP00000339787,0.383
CID000092753,ENSP00000339787,0.95
CID000000379,ENSP00000339787,0.909
CID000445344,ENSP00000339787,0.9
CID000087642,ENSP00000339787,0.916
CID000006083,ENSP00000339787,0.9
CID000013804,ENSP00000339787,0.198
CID000444899,ENSP00000339787,0.935
CID000446284,ENSP00000339787,0.931
CID000011197,ENSP00000339787,0.225
CID070678705,ENSP00000339787,0.181
CID000006076,ENSP00000339787,0.707
CID000002336,ENSP00000339787,0.227
CID005280450,ENSP00000339787,0.98
CID005497112,ENSP00000339787,0.9
CID005497113,ENSP00000339787,0.923
CID011966132,ENSP00000339787,0.9
CID003082227,ENSP00000339787,0.172
CID000444493,ENSP00000339933,0.34
CID000005793,ENSP00000339933,0.678
CID000000175,ENSP00000339933,0.412
CID000000970,ENSP00000339933,0.487
CID000001132,ENSP00000339933,0.166
CID000001005,ENSP00000339933,0.982
CID000000668,ENSP00000339933,0.455
CID000439168,ENSP00000339933,0.263
CID000107689,ENSP00000339933,0.199
CID000006251,ENSP00000339933,0.181
CID000105021,ENSP00000339933,0.452
CID000005780,ENSP00000339933,0.169
CID000005988,ENSP00000339933,0.334
CID000000650,ENSP00000339933,0.16
CID000010413,ENSP00000339933,0.152
CID000000961,ENSP00000339933,0.918
CID000005957,ENSP00000339933,0.995
CID000005892,ENSP00000339933,0.239
CID000439153,ENSP00000339933,0.199
CID000000977,ENSP00000339933,0.286
CID000006022,ENSP00000339933,0.923
CID000001003,ENSP00000339933,0.987
CID000001023,ENSP00000339933,0.326
CID000001110,ENSP00000339933,0.332
CID000000783,ENSP00000339933,0.908
CID000444972,ENSP00000339933,0.254
CID000005885,ENSP00000339933,0.343
CID000023930,ENSP00000339933,0.911
CID000000280,ENSP00000339933,0.279
CID000000750,ENSP00000339933,0.237
CID000000760,ENSP00000339933,0.182
CID000000283,ENSP00000339933,0.281
CID000000712,ENSP00000339933,0.18
CID000000867,ENSP00000339933,0.166
CID000092753,ENSP00000339933,0.18
CID000087642,ENSP00000339933,0.199
CID000000757,ENSP00000339933,0.819
CID000000096,ENSP00000339933,0.162
CID000000180,ENSP00000339933,0.182
CID000005997,ENSP00000339933,0.162
CID005280453,ENSP00000339933,0.421
CID000000222,ENSP00000339933,0.853
CID000006083,ENSP00000339933,0.915
CID000008977,ENSP00000339933,0.905
CID000006830,ENSP00000339933,0.931
CID000001117,ENSP00000339933,0.207
CID000005961,ENSP00000339933,0.201
CID000008583,ENSP00000339933,0.15
CID000439167,ENSP00000339933,0.162
CID000007339,ENSP00000339933,0.153
CID000015993,ENSP00000339933,0.915
CID000000190,ENSP00000339933,0.321
CID000000278,ENSP00000339933,0.162
CID000188966,ENSP00000339933,0.907
CID000000971,ENSP00000339933,0.181
CID000060961,ENSP00000339933,0.279
CID000033032,ENSP00000339933,0.195
CID000000051,ENSP00000339933,0.32
CID000006322,ENSP00000339933,0.199
CID000005950,ENSP00000339933,0.167
CID000439194,ENSP00000339933,0.207
CID000000586,ENSP00000339933,0.29
CID000000137,ENSP00000339933,0.161
CID000001102,ENSP00000339933,0.181
CID000122357,ENSP00000339933,0.196
CID000006274,ENSP00000339933,0.199
CID000001021,ENSP00000339933,0.252
