chemical,protein,combined_score
CID005280879,ENSP00000279230,0.903
CID000439260,ENSP00000279230,0.904
CID000005815,ENSP00000279230,0.9
CID005280914,ENSP00000279230,0.9
CID000000774,ENSP00000279230,0.9
CID000005202,ENSP00000279230,0.912
CID000439231,ENSP00000279263,0.19
CID000000961,ENSP00000279263,0.9
CID000000977,ENSP00000279263,0.9
CID000000783,ENSP00000279263,0.9
CID000005884,ENSP00000279263,0.9
CID000005885,ENSP00000279263,0.9
CID000000283,ENSP00000279263,0.9
CID000005997,ENSP00000279263,0.233
CID000638072,ENSP00000279263,0.498
CID000444679,ENSP00000279263,0.194
CID000246983,ENSP00000279263,0.916
CID000173183,ENSP00000279263,0.317
CID000092110,ENSP00000279263,0.216
CID000065252,ENSP00000279263,0.217
CID000440559,ENSP00000279263,0.9
CID000092746,ENSP00000279263,0.162
CID005280793,ENSP00000279263,0.583
CID005281326,ENSP00000279263,0.33
CID000443212,ENSP00000279263,0.9
CID000443237,ENSP00000279263,0.916
CID000193524,ENSP00000279263,0.9
CID023724571,ENSP00000279263,0.159
CID023724604,ENSP00000279263,0.9
CID000115196,ENSP00000279263,0.19
CID023724579,ENSP00000279263,0.239
CID023724585,ENSP00000279263,0.191
CID023724586,ENSP00000279263,0.194
CID023724593,ENSP00000279263,0.177
CID023724594,ENSP00000279263,0.159
CID000449459,ENSP00000279263,0.15
CID000445580,ENSP00000279263,0.159
CID056927910,ENSP00000279263,0.159
CID000000801,ENSP00000279263,0.165
CID000041322,ENSP00000279263,0.15
CID000000961,ENSP00000280097,0.9
CID000000977,ENSP00000280097,0.909
CID000000783,ENSP00000280097,0.9
CID011966124,ENSP00000280097,0.18
CID000000222,ENSP00000280097,0.908
CID000000190,ENSP00000280097,0.161
CID000060961,ENSP00000280097,0.161
CID000075810,ENSP00000280097,0.27
CID000006274,ENSP00000280097,0.163
CID000014985,ENSP00000280097,0.15
CID000034755,ENSP00000280097,0.916
CID000439155,ENSP00000280097,0.991
CID000006137,ENSP00000280097,0.522
CID000092851,ENSP00000280097,0.9
CID000005757,ENSP00000280097,0.15
CID000005962,ENSP00000280097,0.18
CID000015625,ENSP00000280097,0.15
CID000448457,ENSP00000280097,0.22
CID000151104,ENSP00000280097,0.199
CID005280343,ENSP00000280097,0.15
CID000002336,ENSP00000280097,0.15
CID000000784,ENSP00000280097,0.9
CID000000774,ENSP00000280097,0.998
CID000096215,ENSP00000280097,0.207
CID000003614,ENSP00000280097,0.938
CID000150841,ENSP00000280097,0.909
CID000444493,ENSP00000280346,0.944
CID000001132,ENSP00000280346,0.95
CID000439945,ENSP00000280346,0.186
CID000000961,ENSP00000280346,0.9
CID000005957,ENSP00000280346,0.99
CID000005892,ENSP00000280346,0.9
CID000439153,ENSP00000280346,0.9
CID000006022,ENSP00000280346,0.989
CID000001003,ENSP00000280346,0.9
CID000000783,ENSP00000280346,0.9
CID005280346,ENSP00000280346,0.153
CID000000280,ENSP00000280346,0.9
CID000087642,ENSP00000280346,0.932
CID003036931,ENSP00000280346,0.314
CID000000242,ENSP00000280346,0.161
CID000073323,ENSP00000280346,0.17
CID000001130,ENSP00000280346,0.336
CID000643975,ENSP00000280346,0.9
CID000012326,ENSP00000280346,0.153
CID000000753,ENSP00000280346,0.9
CID000000652,ENSP00000280346,0.224
CID003082140,ENSP00000280346,0.224
CID000006597,ENSP00000280346,0.22
CID000005793,ENSP00000280362,0.163
CID000000961,ENSP00000280362,0.908
CID000005957,ENSP00000280362,0.915
CID000000977,ENSP00000280362,0.23
CID000006022,ENSP00000280362,0.9
CID000001003,ENSP00000280362,0.369
CID000000783,ENSP00000280362,0.9
CID000000983,ENSP00000280362,0.92
CID000005884,ENSP00000280362,0.9
CID000005885,ENSP00000280362,0.9
CID000000280,ENSP00000280362,0.15
CID000000283,ENSP00000280362,0.9
CID000006830,ENSP00000280362,0.915
CID000006322,ENSP00000280362,0.169
CID000006288,ENSP00000280362,0.15
CID000000378,ENSP00000280362,0.281
CID000000402,ENSP00000280362,0.169
CID000006623,ENSP00000280362,0.26
CID000145068,ENSP00000280362,0.245
CID000010635,ENSP00000280362,0.15
CID000095155,ENSP00000280362,0.15
CID000006140,ENSP00000280362,0.9
CID000000753,ENSP00000280362,0.709
CID000006047,ENSP00000280362,0.163
CID000105024,ENSP00000280362,0.466
CID000133246,ENSP00000280362,0.49
CID000044257,ENSP00000280362,0.943
CID000065253,ENSP00000280362,0.283
CID000196146,ENSP00000280362,0.165
CID000127115,ENSP00000280362,0.186
CID005280343,ENSP00000280362,0.221
CID000002336,ENSP00000280362,0.15
CID000010667,ENSP00000280362,0.178
CID000000784,ENSP00000280362,0.863
CID005462314,ENSP00000280362,0.188
CID000119055,ENSP00000280362,0.237
CID000128973,ENSP00000280362,0.938
CID000169508,ENSP00000280362,0.909
CID000065074,ENSP00000280362,0.254
CID000121885,ENSP00000280362,0.973
CID000448839,ENSP00000280362,0.359
CID000446357,ENSP00000280362,0.182
CID012463319,ENSP00000280362,0.196
CID000001132,ENSP00000280605,0.191
CID000439168,ENSP00000280605,0.9
CID000443242,ENSP00000280605,0.15
CID000439160,ENSP00000280605,0.9
CID000445127,ENSP00000280605,0.177
